,company,url,label
0,nirav modi,https://www.thehindu.com/news/national/pnb-fraud-case-london-court-rejects-nirav-modis-bail-application-for-seventh-time/article32945915.ece,none
1,nirav modi,https://www.tribuneindia.com/news/nation/london-court-rejects-nirav-modis-bail-application-for-seventh-time-161438,none
2,nirav modi,https://www.businesstoday.in/current/economy-politics/nirav-modi-scam-cbi-books-ex-pnb-manager-gokulnath-shetty-in-bribery-case/story/419414.html,none
3,nirav modi,https://www.financialexpress.com/lifestyle/scam-report-a-revelation-on-how-white-collar-crimes-happen-and-why/2112984/,none
4,nirav modi,https://www.hindustantimes.com/india-news/nirav-modi-made-death-threats-offered-bribe-to-witnesses-prosecutor-tells-uk-court/story-Vrw0MulMy7KmnrXJiS0AwM.html,none
5,nirav modi,https://scroll.in/article/869268/instrument-to-acquire-power-why-corruption-has-become-the-central-political-issue-in-india-today,none
6,nirav modi,https://timesofindia.indiatimes.com/world/uk/prosecution-outlines-fraud-and-money-laundering-charges-against-nirav-modi-in-london-courts/articleshow/75683392.cms,none
7,nirav modi,https://sambadenglish.com/not-just-scam-1992-5-instances-when-the-indian-stock-market-hit-by-fraudsters/,none
8,nirav modi,https://www.ndtv.com/business/pnb-fraud-nirav-modi-gave-gold-jewellery-in-bribe-to-bank-official-says-cbi-1819278,none
9,nirav modi,https://timesofindia.indiatimes.com/business/india-business/nirav-modi-case-fresh-cbi-chargesheet-against-retired-pnb-official-for-disproportionate-assets/articleshow/78444657.cms,none
10,nirav modi,https://www.telegraph.co.uk/news/0/inside-story-telegraph-caught-worlds-most-wanted-billionaire/,none
11,nirav modi,https://www.deccanherald.com/business/business-news/nirav-modi-faces-suicide-risk-politically-biased-trial-in-india-uk-court-told-884464.html,none
12,nirav modi,https://www.businesstoday.in/current/economy-politics/nirav-modi-assets-worth-rs-330-crore-seized-include-flats-in-mumbai-london-uae/story/409303.html,none
13,nirav modi,https://www.aninews.in/news/world/asia/following-week-of-high-drama-nirav-modi-trial-adjourned-until-september20200515172250,none
14,nirav modi,https://www.businesstoday.in/current/economy-politics/nirav-modi-mehul-choksi-case-ed-brings-back-rs-1350-cr-of-diamonds-pearls-from-hong-kong/story/406558.html,none
15,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/pnb-fraud-case-nirav-modi-to-appear-via-videolink-at-uk-court/articleshow/72363443.cms,none
16,nirav modi,https://thewire.in/law/netflix-bad-boy-billionaires-release-restrained-satyam-scam-ramalinga-raju-stay,none
17,nirav modi,https://www.businesstoday.in/current/corporate/pnb-fraud-ed-files-fresh-charge-sheet-to-boost-mehul-choksis-extradition-chances/story/410420.html,none
18,nirav modi,https://www.oneindia.com/international/nirav-modi-faces-high-risk-of-suicide-his-lawyer-tells-uk-court-3146183.html,none
19,nirav modi,https://www.hindustantimes.com/india-news/cbi-asks-us-for-info-on-convicted-nris/story-MsX6GVsEVbTvVJyJtQbzTM.html,none
20,nirav modi,https://timesofindia.indiatimes.com/business/india-business/interpol-issues-red-corner-notice-against-nirav-modis-wife/articleshow/77752648.cms,none
21,nirav modi,https://www.gqindia.com/get-smart/content/vijay-mallya-pnb-nirav-modi-10-biggest-scams-in-india-that-sucked-the-country-dry-of-money,none
22,nirav modi,https://timesofindia.indiatimes.com/business/india-business/nirav-modi-threatened-to-kill-top-exec-cbi/articleshow/72910161.cms,none
23,nirav modi,https://www.law360.com/articles/1269113/modi-and-2-diamond-execs-say-no-grounds-for-ch-11-suit,none
24,nirav modi,https://www.businesstoday.in/current/economy-politics/bjp-govt-waived-rs-68607-crore-of-bank-loan-defaulters-alleges-congress/story/402270.html,none
25,nirav modi,https://www.pymnts.com/news/security-and-risk/2018/gold-bribe-india-diamond-heist-scandal/,none
26,nirav modi,https://thewire.in/film/bad-boy-billionaires-review-netflix-vijay-mallya-nirav-modi,none
27,nirav modi,https://theprint.in/opinion/pov/dont-look-at-netflixs-bad-boy-billionaires-for-closure-love-hate-relationship-will-go-on/521117/,none
28,nirav modi,https://www.businesstoday.in/current/economy-politics/pnb-fraud-eight-more-nirav-modi-aides-on-the-run/story/279600.html,none
29,nirav modi,https://www.india.com/business/pnb-manager-middleman-held-for-demanding-rs-1-lakh-bribe-over-purchase-of-buffaloes-cbi-3782385/,none
30,nirav modi,https://www.livemint.com/politics/news/nirav-modi-appears-before-uk-court-for-his-second-bail-hearing-1553864946219.html,none
31,nirav modi,https://www.businesstoday.in/sectors/banks/nirav-modi-confidante-shyam-wadhwa-admits-to-money-laundering-gives-crucial-evidence/story/273890.html,none
32,nirav modi,https://www.bloomberg.com/news/features/2018-06-28/did-this-jeweler-to-the-stars-commit-the-biggest-bank-fraud-in-india-s-history,none
33,nirav modi,https://theprint.in/india/4-bad-boy-billionaires-where-to-find-them-what-netflix-on-mallya-modi-roy-raju-reveals/496463/,none
34,nirav modi,https://www.businesstoday.in/current/corporate/finance-minister-nirav-modi-subramanian-swamy-finance-ministry-officials-complicit-in-nirav-modis-escape-says-subramanian-swamy/story/329216.html,none
35,nirav modi,https://www.indiatoday.in/india/story/ntpc-manager-takes-bribe-for-clearing-dues-of-contractor-caught-red-handed-by-cbi-1701372-2020-07-17,none
36,nirav modi,https://www.businesstoday.in/current/corporate/pnb-fraud-case-nirav-modi-enforcement-directorate-ed-funds-diversion-dummy-firms-pnb-fraud-case-nirav-modi-secured-fake-lous-to-divert-funds-through-dummy-firms-says-ed/story/327197.html,none
37,nirav modi,https://www.telegraph.co.uk/news/2019/11/06/billionaire-diamond-jeweller-attacked-prison-extortion-attempt/,none
38,nirav modi,https://www.indiatoday.in/india/story/cbi-interpol-nirav-modi-pnb-scam-nehal-modi-1616849-2019-11-07,none
39,nirav modi,https://www.businesstoday.in/current/corporate/nirav-modi-flat-jewellery-store-in-london-mayfair-fugitive-pnb-scam/story/279511.html,none
40,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/pm-narendra-modi-under-fire-as-2-billion-india-fraud-hits-anti-graft-image/articleshow/63363173.cms,none
41,nirav modi,https://www.businesstoday.in/current/corporate/nirav-modi-mastermind-behind-scam-his-brother-erased-evidence-tried-to-hide-50kg-gold-ed-chargesheet/story/278963.html,none
42,nirav modi,https://in.news.yahoo.com/how-corruption-takes-place-in-banks-in-india-074544486.html,none
43,nirav modi,https://www.cpajournal.com/2020/04/06/financial-statement-fraud-by-external-parties/,none
44,nirav modi,https://www.businesstoday.in/trending/entertainment/bad-boy-billionaires-india-netflix-show-looks-into-mallya-nirav-modi-subrata-roy-ramalinga-raju-transgressions/story/414129.html,none
45,nirav modi,https://www.businesstoday.in/sectors/banks/live-updates-rs-11300-crore-fraud-at-pnb-cbi-begins-probe-nirav-modi-jewellery/story/270707.html,none
46,nirav modi,https://www.businesstoday.in/current/economy-politics/pnb-bank-scam-cbi-to-file-fresh-charges-in-2-billion-bank-fraud/story/390423.html,none
47,nirav modi,https://www.businesstoday.in/current/corporate/nirav-modi-continues-to-fleece-people-even-after-pnb-scam/story/284382.html,none
48,nirav modi,https://www.businesstoday.in/opinion/columns/naresh-goyal-nirav-modi-vijay-mallya-london-britain-indian-fugitive/story/351019.html,none
49,nirav modi,https://www.businesstoday.in/current/corporate/pnb-fraud-nirav-modi-purvi-modi-swiss-authorities-freeze-rs-283-crore/story/359376.html,none
50,nirav modi,https://www.hindustantimes.com/mumbai-news/ed-files-plea-to-extradite-nirav-modi-s-brother-in-14-000-crore-pnb-fraud-case/story-k1nmJn59v4dZ3BFxVnZ4WL.html,none
51,nirav modi,https://www.businesstoday.in/latest/pnb-scam-ed-files-new-charge-sheet-against-nirav-modi-under-anti-money-laundering-law/story/326549.html,none
52,nirav modi,https://www.ndtv.com/business/pnb-fraud-a-timeline-and-other-highlights-1821312,none
53,nirav modi,https://asiatimes.com/2020/10/the-rise-of-the-monopolists-in-modis-india/,none
54,nirav modi,https://www.businesstoday.in/latest/trends/i-am-not-anywhere-near-bankruptcy-when-vijay-mallya-once-mocked-donald-trump/story/418287.html,none
55,nirav modi,https://indianexpress.com/article/entertainment/web-series/bad-boy-billionaires-india-review-netflix-6704285/,none
56,nirav modi,https://www.businesstoday.in/current/economy-politics/nirav-modi-pnb-fraud-singapore-court-orders-to-freeze-assets-worth-rs-44-crore/story/360619.html,none
57,nirav modi,https://edtimes.in/netflixs-bad-boy-billionaires-on-nirav-modi-mallya-in-legal-soup/,none
58,nirav modi,https://www.businesstoday.in/current/corporate/nirav-modi-arrested-london-pnb-scam-live-updates/story/329491.html,none
59,nirav modi,https://hwnews.in/news/national-news/more-trouble-for-nirav-modi-as-he-is-accused-under-the-draconian-rico-act/85596,none
60,nirav modi,https://www.businesstoday.in/sectors/banks/pnb-fraud-cbi-chargesheets-nirav-modi-usha-ananthasubramaniam-23-others-rs-13700-crore-scam/story/276860.html,none
61,nirav modi,https://economictimes.indiatimes.com/news/company/corporate-trends/ex-cognizant-coo-to-pay-50k-fine-in-bribery-case/articleshow/71144904.cms,none
62,nirav modi,https://ahmedabadmirror.indiatimes.com/ahmedabad/others/why-is-being-honest-so-difficult-in-india/articleshow/62989451.cms,none
63,nirav modi,https://www.businesstoday.in/current/economy-politics/pnb-fraud-ed-eyes-nirav-modi-rs-4000-crore-worth-of-foreign-assets/story/282537.html,none
64,nirav modi,https://www.forbes.com/sites/ronakdesai/2018/03/07/india-continues-to-be-one-of-the-most-corrupt-countries-in-the-world/,none
65,nirav modi,https://www.businesstoday.in/current/economy-politics/nirav-modi-london-mea-matter-under-consideration-of-uk-govt-congress-pm-modi-poster-boy-of-fraudsters/story/326087.html,none
66,nirav modi,https://hwnews.in/news/national-news/cbi-bribery-case-delhi-court-expresses-displeasure-over-cbis-clean-chit-to-accused/125509,none
67,nirav modi,https://www.reuters.com/article/us-punjab-natl-bank-fraud-timeline-idUSKCN1GK15U,none
68,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/not-only-mallya-and-nirav-36-businessmen-fled-from-country-in-recent-past-ed-informs-court/articleshow/68891980.cms,none
69,nirav modi,https://www.businesstoday.in/current/corporate/drt-directs-fugitive-diamond-merchant-nirav-modi-to-pay-over-rs-7200-cr-with-interest-to-pnb/story/362140.html,none
70,nirav modi,https://www.businesstoday.in/sectors/banks/pnb-staff-linked-to-nirav-modi-scam-have-properties-bank-accounts-abroad/story/273101.html,none
71,nirav modi,https://www.reuters.com/article/punjab-natl-bank-fraud-timeline-idUSL4N1QN4DP,none
72,nirav modi,https://thewire.in/business/india-inc-must-end-its-bribe-settle-and-move-on-culture,none
73,nirav modi,https://www.indiatoday.in/india/story/pnb-scam-fugitive-nirav-modi-custody-extended-till-november-17-1610393-2019-10-17,none
74,nirav modi,https://www.firstpost.com/business/interpol-issues-red-corner-notice-against-nirav-modis-brother-nehal-modi-7334021.html,none
75,nirav modi,https://www.businesstoday.in/current/economy-politics/cbi-books-frost-international-directors-in-over-rs-3500-crore-bank-fraud-case/story/394393.html,none
76,nirav modi,https://www.ndtv.com/india-news/giving-bribe-also-a-crime-parliament-passes-bill-1889065,none
77,nirav modi,https://www.lexology.com/library/detail.aspx?g=faa304db-906b-4ed7-b1bb-548cb0ce3864,none
78,nirav modi,https://www.ft.com/content/40b719ea-91a1-11e8-9609-3d3b945e78cf,none
79,nirav modi,https://www.businesstoday.in/current/economy-politics/pnb-fraud-cbi-ed-seize-property-worth-rs-26-crore-raid-nirav-modi-home/story/273293.html,none
80,nirav modi,https://thewire.in/law/pnb-fraud-ed-files-chargesheet-against-nirav-modi-associates,none
81,nirav modi,https://economictimes.indiatimes.com/markets/stocks/news/sebi-slaps-rs-5-crore-fine-on-mehul-choksi-dhanesh-sheth-gitanjali-gems/articleshow/74338548.cms,none
82,nirav modi,https://www.businesstoday.in/sectors/banks/pnb-fraud-companies-owned-by-nirav-modi-mehul-choksi-received-rs-427-crore-in-july-2014/story/272700.html,none
83,nirav modi,https://www.indiatoday.in/india/story/nirav-modi-red-corner-notice-travelled-usa-february-1492221-2019-04-02,none
84,nirav modi,https://www.businesstoday.in/sectors/banks/pnb-fraud-live-ed-cbi-seizes-nirav-modi-mehul-choksi/story/271258.html,none
85,nirav modi,https://www.businesstoday.in/current/corporate/pnb-fraud-ed-attaches-nirav-modi-11-properties-worth-rs-56-crore-in-dubai/story/288898.html,none
86,nirav modi,https://www.businesstoday.in/sectors/banks/ed-arrests-nirav-modi-shyam-wadhwa-pnb-fraud-case/story/273536.html,none
87,nirav modi,https://www.ndtv.com/india-news/nirav-modi-says-cant-return-to-india-over-safety-concerns-claims-case-being-politicised-1973117,none
88,nirav modi,https://www.dnaindia.com/india/report-hasmukh-adhia-helped-nirav-modi-flee-take-action-subramanian-swamy-letter-to-finance-minister-arun-jaitley-2668354,none
89,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/sale-of-mf-husain-work-for-rs-2-crore-in-priyanka-gandhis-it-returns-congress/articleshow/74544112.cms,none
90,nirav modi,https://www.indiatoday.in/india/story/pnb-scam-forensic-audit-bares-modus-operandi-1626446-2019-12-08,none
91,nirav modi,https://www.businesstoday.in/sectors/banks/pnb-fraud-gokulnath-shetty-confesses-he-issued-all-lous-nirav-modi-mehucl-choksi-blackmailed-him/story/274438.html,none
92,nirav modi,https://www.businesstoday.in/current/economy-politics/2426-firms-looted-rs-147-lakh-crore-from-banks-will-govt-investigate-asks-rahul-gandhi/story/410402.html,none
93,nirav modi,https://www.businesstoday.in/latest/an-unpredictable-thriller-with-real-depiction-of-a-scamster/story/271062.html,none
94,nirav modi,https://www.businesstoday.in/sectors/banks/two-pnb-executive-directors-sacked-for-failure-to-stop-nirav-modi-fraud/story/311894.html,none
95,nirav modi,https://www.news18.com/news/india/nirav-modi-a-k-a-edmond-dantes-a-fake-identity-and-strange-fascination-with-count-of-monte-cristo-2254295.html,none
96,nirav modi,https://www.businesstoday.in/current/economy-politics/pnb-scam-mehul-choksi-ed-fugitive-jeweller-moves-bombay-high-court-says-seized-goods-undervalued-seeks-revaluation/story/382083.html,none
97,nirav modi,https://www.timesnownews.com/business-economy/industry/article/bad-boys-of-india-inc-who-were-put-behind-bars-for-some-of-biggest-corporate-frauds-in-country/655200,none
98,nirav modi,https://www.indiatoday.in/india/story/mehul-choksi-nirav-modi-antiguan-citizenship-application-rejected-1491584-2019-04-01,none
99,nirav modi,https://timesofindia.indiatimes.com/business/india-business/nirav-modi-case-2-pnb-executive-directors-sacked/articleshow/67607021.cms,none
100,nirav modi,https://timesofindia.indiatimes.com/business/india-business/boost-to-bid-for-niravs-extradition-uk-court-allows-gois-evidence/articleshow/79027555.cms,none
101,nirav modi,https://www.businessinsider.in/india/news/nirav-modi-faces-another-setback-as-uk-judge-rules-in-indias-favour/articleshow/79035305.cms,none
102,nirav modi,https://www.khaleejtimes.com/world/europe/fugitive-nirav-modi-faces-another-setback-as-uk-judge-rules-in-indias-favour,none
103,nirav modi,https://www.hindustantimes.com/india-news/no-tolerance-of-corruption-no-place-for-middlemen-in-new-india-pm-modi/story-JKIewV8igNkf6fBSHnOEXN.html,none
104,nirav modi,https://www.thehindu.com/news/national/nirav-modi-case-fresh-cbi-charge-sheet-against-retired-pnb-official-for-disproportionate-assets/article32752118.ece,none
105,nirav modi,https://www.sentinelassam.com/editorial/catching-the-scamsters-512763,none
106,nirav modi,https://www.entrepreneur.com/article/355330,none
107,nirav modi,https://english.newstracklive.com/news/nirav-modi-case-cbi-filed-new-chargesheet-against-retired-pnb-officer-mc23-nu764-ta764-ta277-1121944-1.html,none
108,nirav modi,https://www.dailyo.in/variety/bad-boy-billionaires-netflix-series-docudrama-dailyrecco/story/1/33882.html,none
109,nirav modi,https://scroll.in/article/869268/instrument-to-acquire-power-why-corruption-has-become-the-central-political-issue-in-india-today,none
110,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/nirav-modi-remanded-in-custody-till-july-9-by-uk-court/articleshow/76320189.cms,none
111,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/pnb-bank-scam-fugitive-nirav-modi-seeks-bail-citing-depression/videoshow/78042274.cms,none
112,nirav modi,https://telanganatoday.com/telangana-hc-adjourns-case-on-bad-boy-billionaires-india-documentary,none
113,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/pnb-scam-court-allows-confiscation-of-nirav-modis-assets/articleshow/76265635.cms,none
114,nirav modi,https://scroll.in/latest/978994/subrata-roy-must-pay-rs-62600-crore-to-stay-out-of-jail-sebi-tells-supreme-court,none
115,nirav modi,https://qz.com/india/1208266/the-1-8-billion-punjab-national-bank-nirav-modi-fraud-explained/,none
116,nirav modi,https://scroll.in/latest/972920/nirav-modi-a-convenient-scapegoat-wont-get-fair-trial-in-india-markandey-katju-tells-uk-court,none
117,nirav modi,https://www.thehindu.com/news/national/nirav-modi-hearing-former-sc-judge-katju-challenged-as-self-publicist/article32586733.ece,none
118,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/pnb-fraud-case-court-orders-state-to-seize-nirav-modis-properties-worth-rs-1400-crore/videoshow/76264567.cms,none
119,nirav modi,https://www.thehindubusinessline.com/money-and-banking/cbi-books-former-pnb-official-in-bribery-case/article32897743.ece,none
120,nirav modi,https://timesofindia.indiatimes.com/world/uk/prosecution-outlines-fraud-and-money-laundering-charges-against-nirav-modi-in-london-courts/articleshow/75683392.cms,none
121,nirav modi,https://www.hindustantimes.com/india-news/mehul-choksi-moves-delhi-high-court-against-netflix-documentary/story-r18vd02KWQiNMf38lmLP5K.html,none
122,nirav modi,https://www.nytimes.com/2019/03/21/business/nirav-modi-arrested-fraud-jewelry.html,none
123,nirav modi,https://qz.com/india/1660543/after-nirav-modi-another-scam-rocks-indias-punjab-national-bank/,none
124,nirav modi,https://www.thehindu.com/business/Industry/all-you-need-to-know-about-nirav-modi-and-the-177-billion-pnb-fraud/article22753973.ece,none
125,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/indian-government-submits-more-proof-against-nirav-modi-in-money-laundering-case/articleshow/75724659.cms,none
126,nirav modi,https://www.hindustantimes.com/india-news/nirav-modi-s-son-moves-hc-challenges-confiscation-of-trust-properties/story-dl8wQ4oU6z947e8UwdSaHN.html,none
127,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/pnb-scandal-ed-brings-back-consignments-of-nirav-modi-mehul-choksi/articleshow/76304485.cms,none
128,nirav modi,https://hk.asiatatler.com/style/fugitive-diamond-dealer-nirav-modi,none
129,nirav modi,https://news.bloomberglaw.com/bankruptcy-law/nirav-modi-associates-pressed-on-bankruptcy-court-fraud-claims,none
130,nirav modi,https://www.indiatoday.in/india/story/uk-court-extends-nirav-modi-s-custody-judge-to-hear-admissibility-of-evidence-on-november-3-1730106-2020-10-09,none
131,nirav modi,https://www.businesstoday.in/current/economy-politics/pnb-gets-usd-3-25-million-from-liquidation-of-nirav-modi-us-based-companies/story/414063.html,none
132,nirav modi,https://www.ndtv.com/india-news/nirav-modi-scam-shows-fault-in-bjp-anti-corruption-promises-shiv-sena-1813986,none
133,nirav modi,https://www.outlookindia.com/website/story/business-news-two-pnb-officials-sacked-for-procedural-lapses-in-nirav-modi-fraud-case/323904,none
134,nirav modi,https://www.livemint.com/opinion/columns/the-arrest-of-nirav-modi-and-the-rule-of-law-1553446074618.html,none
135,nirav modi,https://www.firstpost.com/business/pnb-fraud-nirav-modi-remanded-to-custody-set-for-remote-extradition-trial-from-11-may-in-uk-court-8310151.html,none
136,nirav modi,https://www.cnn.com/2019/03/20/asia/nirav-modi-arrest-intl/index.html,none
137,nirav modi,https://www.businesstoday.in/current/corporate/pnb-fraud-case-nclt-orders-liquidation-fugitive-diamantaire-nirav-modi-scam-hit-firm/story/397559.html,none
138,nirav modi,https://www.firstpost.com/business/nirav-modi-extradition-trial-begins-today-uk-court-rejects-plea-seeking-partial-ban-on-reportage-of-case-8792531.html,none
139,nirav modi,https://scroll.in/reel/975064/bad-boy-billionaires-india-review-nothing-new-here-on-vijay-mallya-nirav-modi-and-subrata-roy,none
140,nirav modi,https://thewire.in/law/netflix-bad-boy-billionaires-release-restrained-satyam-scam-ramalinga-raju-stay,none
141,nirav modi,https://www.nationalheraldindia.com/india/small-shareholders-of-laxmi-vilas-bank-in-trouble-due-to-negligent-attitude-of-rbi,none
142,nirav modi,https://www.newsclick.in/Neeshal-Modi-Absconding-PNB-Nirav-Modi-Mehul-Choksi,none
143,nirav modi,https://www.businessinsider.in/thelife/personalities/news/checkout-netflix-series-bad-boy-billionaires-of-india-vijay-mallya-subrata-roy-nirav-modi-and-ramalinga-raju/slidelist/77816239.cms,none
144,nirav modi,https://www.connectedtoindia.com/nirav-modi-case-verdict-to-be-made-after-final-hearing-set-for-december-1-8144.html,none
145,nirav modi,https://www.law360.com/articles/1269113/modi-and-2-diamond-execs-say-no-grounds-for-ch-11-suit,none
146,nirav modi,https://www.hindustantimes.com/india-news/ed-files-new-charge-sheet-to-aid-mehul-choksi-s-extradition/story-gFGXZyKikbi0QxKc2PcQqO.html,none
147,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/pnb-fraud-swiss-authorities-freeze-4-bank-accounts-of-nirav-modi-sister/articleshow/69971427.cms,none
148,nirav modi,https://www.hindustantimes.com/mumbai-news/hc-asks-government-to-file-affidavit-as-reply-to-plea-by-nirav-modi-s-son/story-Nh8VXsfDXHgmzS9uOad2YO.html,none
149,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/pnb-fraud-case-nirav-modi-remanded-until-february-27/videoshow/73773625.cms,none
150,nirav modi,https://www.tribuneindia.com/news/nation/nirav-modi-to-make-fifth-attempt-at-bail-in-uk-court-50896,none
151,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/nirav-modis-fresh-bail-plea-rejected-by-uk-court-in-pnb-fraud-case/videoshow/71941482.cms,none
152,nirav modi,https://www.indiatoday.in/india/story/uk-court-extends-nirav-modi-judicial-remand-august-6-1698793-2020-07-09,none
153,nirav modi,https://timesofindia.indiatimes.com/business/india-business/nirav-modi-threatened-to-kill-top-exec-cbi/articleshow/72910161.cms,none
154,nirav modi,https://www.oneindia.com/international/nirav-modi-s-remand-extended-extradition-hearing-on-nov-3-3161482.html,none
155,nirav modi,https://in.reuters.com/article/us-india-netflix-idINKBN26525G,none
156,nirav modi,https://www.news18.com/news/opinion/we-accept-old-notes-how-nirav-modis-a-team-helped-him-dodge-2016-note-ban-clampdown-2357457.html,none
157,nirav modi,https://theprint.in/opinion/whatsapp-forwards-nirav-modi-pm-modi-selfless-hero-congess-evil-villain/38898/,none
158,nirav modi,https://www.hindustantimes.com/india-news/singapore-high-court-orders-freezing-of-account-of-firm-owned-by-nirav-modi-s-sister/story-livzBt2vzhUQo4QOiawSkL.html,none
159,nirav modi,https://www.inventiva.co.in/stories/oorja/uk-court-extends-judicial-custody-of-nirav-modi-till-6-august/,none
160,nirav modi,https://www.business-standard.com/article/pti-stories/mallya-nirav-modi-faced-court-heat-relief-for-ajit-pawar-119122600557_1.html,none
161,nirav modi,https://timesofindia.indiatimes.com/business/india-business/nirav-modi-fraud-costs-pnb-rs-14357-crore/articleshow/64176501.cms,none
162,nirav modi,https://www.ndtv.com/india-news/no-pre-screening-of-netflix-bad-boy-billionaires-for-mehul-choksi-says-delhi-high-court-2286876,none
163,nirav modi,https://scroll.in/latest/942875/pnb-scam-uk-court-rejects-nirav-modis-latest-bail-application,none
164,nirav modi,https://www.firstpost.com/business/pnb-fraud-case-uk-court-yet-again-remands-fugitive-diamantaire-nirav-modi-in-custody-until-27-february-7976711.html,none
165,nirav modi,https://www.deccanherald.com/opinion/panorama/what-the-nirav-modi-case-tells-us-about-soft-state-india-723092.html,none
166,nirav modi,https://www.theweek.in/theweek/cover/2020/10/09/right-on-the-money.html,none
167,nirav modi,https://thewire.in/film/bad-boy-billionaires-netflix-nirav-modi-vijay-mallya-subrata-roy-arrogance-entitlement-disdain-laws,none
168,nirav modi,https://www.bloomberg.com/news/features/2018-06-28/did-this-jeweler-to-the-stars-commit-the-biggest-bank-fraud-in-india-s-history,none
